330,60,30,30
120,90,30,30
300,120,30,30
120,60,30,30
460,30,30,30
490,60,30,30
120,302,30,30
120,272,30,30
490,272,30,30
370,242,30,30
60,380,30,30
60,410,30,30
240,380,30,30
420,450,30,30
510,540,30,30
420,540,30,30
150,30,40,15
270,120,40,15
360,60,40,15
90,60,40,15
430,60,40,15
400,30,40,15
60,302,40,15
210,272,40,15
490,302,40,15
490,242,40,15
120,380,40,15
240,380,40,15
120,410,40,15
450,570,40,15
330,540,40,15
510,570,40,15
0,0,6,200
0,400,6,200
600,0,6,250
600,350,6,250
0,200,63,50
0,355,63,50
0,0,600,6
0,600,606,6
241,242,40,2
325,242,40,2
241,305,125,2
241,242,2,63
364,242,2,63
540,200,63,50
540,350,63,50
