60,90,30,30
90,60,30,30
90,60,30,30
240,120,30,30
370,60,30,30
550,120,30,30
90,272,30,30
60,242,30,30
460,242,30,30
400,242,30,30
30,410,30,30
60,380,30,30
30,380,30,30
360,480,30,30
420,510,30,30
450,570,30,30
90,120,40,15
30,30,40,15
150,60,40,15
270,60,40,15
550,150,40,15
520,30,40,15
90,242,40,15
90,272,40,15
400,242,40,15
430,272,40,15
120,380,40,15
120,380,40,15
90,410,40,15
480,540,40,15
510,480,40,15
450,450,40,15
0,0,6,200
0,400,6,200
600,0,6,250
600,350,6,250
0,200,63,50
0,355,63,50
0,0,600,6
0,600,606,6
241,242,40,2
325,242,40,2
241,305,125,2
241,242,2,63
364,242,2,63
540,200,63,50
540,350,63,50
