150,60,30,30
150,120,30,30
30,30,30,30
240,90,30,30
400,30,30,30
400,60,30,30
90,302,30,30
120,272,30,30
400,302,30,30
460,302,30,30
240,380,30,30
240,410,30,30
240,380,30,30
360,510,30,30
480,510,30,30
300,540,30,30
210,90,40,15
150,120,40,15
210,30,40,15
90,60,40,15
490,90,40,15
490,90,40,15
210,272,40,15
210,242,40,15
490,272,40,15
430,302,40,15
60,410,40,15
150,410,40,15
60,410,40,15
390,540,40,15
300,540,40,15
570,450,40,15
0,0,6,200
0,400,6,200
600,0,6,250
600,350,6,250
0,200,63,50
0,355,63,50
0,0,600,6
0,600,606,6
241,242,40,2
325,242,40,2
241,305,125,2
241,242,2,63
364,242,2,63
540,200,63,50
540,350,63,50
