60,120,30,30
30,120,30,30
300,120,30,30
360,60,30,30
370,30,30,30
520,90,30,30
210,242,30,30
60,272,30,30
460,272,30,30
400,272,30,30
30,380,30,30
210,410,30,30
180,380,30,30
360,450,30,30
480,450,30,30
330,480,30,30
90,90,40,15
30,90,40,15
90,30,40,15
180,60,40,15
370,60,40,15
520,150,40,15
150,242,40,15
180,302,40,15
490,272,40,15
460,302,40,15
210,410,40,15
150,380,40,15
180,380,40,15
510,540,40,15
570,510,40,15
570,450,40,15
0,0,6,200
0,400,6,200
600,0,6,250
600,350,6,250
0,200,63,50
0,355,63,50
0,0,600,6
0,600,606,6
241,242,40,2
325,242,40,2
241,305,125,2
241,242,2,63
364,242,2,63
540,200,63,50
540,350,63,50
